Sample,OtolithID,Na,Mg,P,Ba,Sr,Mn,Zn,Ni,Cu,Rb,Cr,Li,Al,Sc,Ti,Y,Pb,Radius_to_pit,Longitude,Latitude,HaulID
Age-0_edge,c2608,3420.003401,34.95801771,374.0441468,1.480561099,1034.153768,4.889557507,0.988948235,0.149274825,-1.448529646,0.058726225,0.931528759,1.214832828,0.476751879,1,0.183336035,0,0.020098672,1144.33,-3.756,54.4,110
Age-0_edge,c2235,3640.393286,27.1901199,450.866498,4.975441207,1385.538075,0.780320856,1.405473548,0.218533028,-0.029248858,0.114203954,0.938431583,1.656396096,0.636518597,1.034021841,0.224422662,0.001570269,0.023329674,1192.06,-6.486,56.726,105
Age-0_edge,c1557,4093.682801,33.09384027,555.0792665,3.453575123,1781.943024,1.175547185,2.203346778,0.130389346,-0.710985832,0.115034115,1.255893142,1.563244542,1.324230988,1.009456051,0,0.003604347,0.060277558,1110.61,-7.233,58.283,92
Age-0_edge,c2598,3962.103228,41.28796408,479.7051601,1.065328711,975.5696619,8.171680466,0.563338856,0.164247459,-1.016248264,0.079025586,0.983571552,1.753678286,0,1.021640762,0.130168314,0.001999291,0.004186624,1402.97,-3.756,54.4,110
Age-0_edge,c1552,4056.565966,26.50551734,403.3155161,54.8349851,1402.011934,0.682172301,0.801267085,0.152648294,-1.908740267,0.113841583,0.905182784,1.530778673,0,1.022288038,0.097030249,0.005687813,0.012859243,1233.01,-7.233,58.283,92
Age-0_edge,c2807,3679.893194,33.40446798,388.8139655,0.921902326,900.2245179,3.295092074,2.285205475,0.270798778,0.494007051,0.114046967,0.911662832,1.415296534,1.927664148,1,0,0.0017699,0.059759943,1068.43,-5.408,53.581,112
Age-0_edge,c106,3708.385144,32.65880365,584.3742623,4.584358907,2621.944844,2.622860211,1.306820998,0.187926878,-1.184682449,0.033331693,0.777177215,1.407123286,0,1.016002443,0,0.004378968,0.026446194,1198.41,-5.282,55.091,66
Age-0_edge,c2971,3564.465723,29.99727115,389.181928,0.898995982,1163.089306,6.073323976,1.062134851,0.153279803,-2.001851172,0.038421094,0.719259446,1.41126673,0.225751185,1.019909947,0.136046017,0.000362036,0.010373121,1238.08,-4.815,55.463,115
Age-0_edge,c2627,3530.860643,35.11810411,521.4303012,1.695096023,1029.086639,6.24025937,2.277886877,0.256881758,0.948433729,0.087368012,2.182800959,1.312564393,48.38226092,1,0.089551351,0.002132139,0.052741775,1176.09,-3.756,54.4,110
Age-0_edge,c2241,3185.175734,18.72148605,301.8464308,1.913418863,1943.193039,1.144781977,1.07428105,0.175682275,-1.199109197,0.068507242,0.810673439,1.305611801,0.094664098,1.018939195,0,0.002369038,0,1033.39,-6.486,56.726,105
Age-0_edge,c1554,3718.588075,24.08846688,381.4573771,4.525991701,1196.112465,0.442679218,0.572825477,0.131101131,-1.75080194,0.198050277,0.730627162,4.477969767,0,1.024725133,0.011646537,0.003378917,0.006375181,1179.92,-7.233,58.283,92
Age-0_edge,c2972,3237.432165,17.19848347,576.8697227,7.164629572,1602.717237,1.466738374,0.520712748,0.095496831,-3.046480841,0.044426844,0.909219075,1.327331851,0.416218188,1.049037785,0,0.000322205,0.000850929,1037.18,-4.815,55.463,115
Age-0_edge,c1595,4167.20114,23.13931929,453.5636538,8.136278411,1856.142811,1.922979541,0.812587627,0.109555862,-2.125445019,0.139058193,0.835338893,1.502838376,0.152803393,1,0,0.003737695,0,1251.75,-7.233,58.283,92
Age-0_edge,c101,2870.355032,15.35874459,234.5348473,4.238794145,1892.389331,0.602065475,0.63190366,0.578001744,-0.011750337,0.054962633,0.786613259,1.078371417,0.184709229,1.09370398,0.029977219,0.026673295,0,1156.77,-5.282,55.091,66
Age-0_edge,c599,3623.868322,27.18537729,452.0095906,1.304530435,1582.231901,2.80685425,0.430092714,0.562018965,-0.280426745,0.044589595,0.561675532,1.313504395,0.04289607,1.07227963,0.034679015,0.012278048,0,1519.56,-6.834,57.73,79
Age-0_edge,c2195,3082.332721,18.72180931,246.0640572,2.414997456,1739.897897,1.085042886,1.157319957,0.488422092,-0.99808816,0.040859434,1.278287703,1.129657664,10.4200898,1.030510188,0.085845423,0.003949323,0.104220268,968.81,-6.486,56.726,105
Age-0_edge,c2802,3187.041313,34.14163248,336.3229549,2.261517293,2044.164925,2.62052249,0.242161918,0.144736306,-2.306684669,0.036377738,1.082393353,1.272122261,0,1.046988084,0.15436907,0.007686786,0.002588646,1110.6,-5.408,53.581,112
Age-0_edge,c2979,3333.9023,22.13930718,285.2915604,9.35321842,2799.718355,3.438545219,0.274139199,0.173238342,-2.14899673,0.037262876,1.019855784,1.063021372,0,1.019872789,0,0.002825445,0.005538382,983.03,-4.815,55.463,115
Age-0_edge,c640,3066.940147,27.63584983,271.6075547,2.140075677,2724.054872,0.897363862,0.78560434,0.197501941,-0.824065335,0.026371852,0.813996139,1.344112768,0.055407323,1.000546946,0.099084749,0,0.005642306,1434.62,-6.834,57.73,79
Age-0_edge,c2954,3388.912919,30.15182934,383.685257,0.95554256,1252.534155,4.042921456,0.343524414,0.132354125,-1.588737466,0.054980062,0.814843577,1.376365995,0.006412151,1.033602076,0,0.000992399,0,1186.73,-4.815,55.463,115
Age-0_edge,c2622,4132.964738,32.2993383,789.5693715,1.517767488,745.9363189,5.944961474,1.043104054,0.239015547,-0.376409006,0.072371804,1.117078217,1.379553513,4.431443234,1.019507305,0.103174357,0.001811361,0.008333004,1323.63,-3.756,54.4,110
Age-0_edge,c2226,2950.264874,14.46633672,180.5291951,6.763775452,1842.747225,0.827216969,0.459503992,0.211619488,-1.594765431,0.061815602,0.955283974,1.506766725,0.355529888,1.024598347,4.163637405,0.002751395,0.013424586,1140.31,-6.486,56.726,105
Age-0_edge,c2958,3208.453278,20.4196091,608.0611593,4.144201216,1863.065594,2.072765039,1.285703749,0.211710938,-1.185582768,0.007342662,0.975872985,1.191344363,0.626882944,1.019628217,0,0.002083083,0.004429307,1139.52,-4.815,55.463,115
Age-0_edge,c622,3860.792423,24.05599484,589.1898697,3.017172208,1902.152135,0.838450169,1.768162558,0.187831795,-0.184542931,0.043692445,0.990411856,1.300101144,5.297247361,1.028338128,0.041786558,0,0.016922735,1414.18,-6.834,57.73,79
Age-0_edge,c2997,3635.292957,24.86977785,365.1504369,6.746920063,1953.722545,4.340717881,1.202651006,0.766456364,-0.228440335,0.210143397,1.031012465,1.359663271,0.813737968,1,0,0.005397135,0.012926344,1020.44,-4.815,55.463,115
Age-0_edge,c2981,2953.359459,15.36494968,219.3382231,5.086974094,1860.985891,1.970753039,1.747426654,0.571922313,-0.352532195,0.036517245,0.938466243,1.098182903,1.145060309,1.04300291,0.430508763,0.010775772,0.031921888,928,-4.815,55.463,115
Age-0_edge,c1912,3629.956137,21.76886928,486.1933149,1.364300038,2116.766476,0.709183795,0.747490172,0.145737763,-0.895357742,0.073209645,0.835140016,1.172175246,0.165089766,1.023460329,0,0.001574457,0.004570151,1361.84,-6.486,56.726,105
Age-0_edge,c1623,3559.654409,24.51396939,416.5802602,5.564552607,2076.438264,1.526371916,0.663073309,0.135474337,-1.703456421,0.099168681,0.798277643,1.367678995,0,1,0,0.002069674,0.019694676,1056.32,-7.233,58.283,92
Age-0_edge,c2991,3388.026755,20.48817051,238.4018413,1.711364516,1670.770229,1.69106102,0.629572779,0.164387714,-1.441226935,0.054768891,1.002758514,1.408847844,1.904370855,1.015786781,0.197860634,0.002831758,0.000270824,1056.94,-4.815,55.463,115
Age-0_edge,c983,3249.458935,28.80649266,309.7175591,1.596124425,1873.936568,0.355468074,1.143501309,0.155008431,0.401488265,0.038357418,1.274047231,1.480903822,4.271893859,1,0,0.004131251,0.023210341,1376.52,-7.233,58.283,92
Age-0_edge,c2198,3448.427834,21.26513969,299.4217831,1.458057484,1847.234161,0.804188009,0.85687069,0.091131993,-0.547373012,0.073344111,1.149799754,1.167236613,0.521295103,1.013133474,0,0.003110856,0.013793497,1122.48,-6.486,56.726,105
Age-0_edge,c1906,3846.576722,36.96981623,429.3420126,1.794630321,2795.010599,0.944780331,1.010410983,0.194578555,0.949881524,0.051733403,0.928793553,1.45526162,0.597824234,1.02679343,0,0.002154388,0.010615799,1447.56,-6.486,56.726,105
Age-0_edge,c2590,3179.182371,14.81825854,246.4712504,2.782671174,1218.384169,1.360618697,0.586315316,0.145561421,-1.376299652,0.094373739,1.194541688,1.164255843,0.295093358,1.020696414,0.023459658,0.001805849,0.010075525,1415.13,-3.756,54.4,110
Age-0_edge,c2623,3292.805387,30.8431708,307.8910196,1.53011542,1085.752756,5.283998831,1.630064943,0.146432528,0.805210536,0.062573527,0.746539587,1.245848101,0.214645066,1,0.538101924,0,0.022972893,1222.61,-3.756,54.4,110
Age-0_edge,c1606,3914.888949,25.28280631,613.3166855,2.89872439,1282.350153,3.039679082,0.420709982,0.180001294,-0.981829298,0.117824649,1.11744941,1.437036449,0,1.012421411,0.064204446,0,0.014442805,1192.54,-7.233,58.283,92
Age-0_edge,c118,3572.043529,34.83835463,444.7299124,1.570957876,691.4760506,5.910531656,0.582945453,0.205284706,-0.073302966,0.059902081,0.897144621,1.347528051,0.107772194,1.027964741,0.123154533,0.000726927,0.009311447,1150.39,-5.282,55.091,66
Age-0_edge,c607,3655.800957,25.21612542,528.0505327,2.130489624,2520.477955,0.623584569,0.194560644,0.085622565,-2.2643438,0.070262364,0.98546083,1.175232681,0,1.004816082,0,0.004140571,0.011914586,1501.17,-6.834,57.73,79
Age-0_edge,c2755,4137.650317,43.42304074,476.5958179,4.211281932,2309.443336,2.095198913,0.244007674,0.17594897,-1.347979426,0.085978157,0.804064138,1.280343355,0,1.035780979,0.219238322,0.002311485,0,1054.6,-5.408,53.581,112
Age-0_edge,c627,3956.013476,33.6019252,526.6760683,1.804645709,1779.591664,0.75776837,0.495748942,0.147855914,-1.082116084,0.031292748,0.823733647,1.49446089,0.001815791,1.009751915,0.145261305,0.003537751,0,1713.06,-6.834,57.73,79
Age-0_edge,c2995,3510.743312,12.85455159,320.6610927,3.86339713,1478.196695,1.50358982,0.170088059,0.186151914,-1.448276366,0.052302632,0.961321857,1.575934045,0,1.030784147,0,0.002486901,0.007210125,915.45,-4.815,55.463,115
Age-0_edge,c1543,3815.10245,23.92407243,426.8129467,2.238881064,1046.810467,2.970241334,0.790124361,0.208457654,0.652823978,0.094169281,1.007317688,1.398876887,1.174914033,1.018408856,0,0.00407613,0.003856378,1190.76,-7.233,58.283,92
Age-0_edge,c624,3486.635965,25.91823416,292.0162215,4.324208446,2730.783487,0.40276378,0.165551603,0.167674996,-1.592554822,0.055941523,0.993582283,1.34217628,0.137276197,1.046402618,0,0.002718756,0.011815377,1262.69,-6.834,57.73,79
Age-0_edge,c113,2876.130842,19.24459822,189.8430941,0.799895874,924.3346866,1.693086284,0.283340181,0.144998976,-3.240385405,0.04123243,0.902760464,1.224002695,0,1.022959046,0,0.002467839,0,981.61,-5.282,55.091,66
Age-0_edge,c115,3232.436363,22.27564575,418.1121636,0.825115611,975.0077229,2.064970254,0.429742236,0.18705629,-2.009487733,0.025004789,0.978796459,1.296778001,0.125858332,1.038900618,0,0.001600149,0.002402146,1097.82,-5.282,55.091,66
Age-0_edge,c2786,3813.756589,41.76877775,378.9342436,0.984711093,1071.413507,6.99016757,0.985547087,0.188384042,-0.849328843,0.07152989,0.943131502,1.222586559,0,1.028894703,0.08211773,0,0.022800405,1050.4,-5.408,53.581,112
Age-0_edge,c2782,3322.492756,24.50336487,548.0659802,1.994809512,1692.407179,1.540417261,1.418122041,0.198686571,-1.612123367,0.092308169,0.714838972,1.267333123,0.141930786,1.028791985,0.053172389,0,0.024619304,1020.62,-5.408,53.581,112
Age-0_edge,c1632,3714.945593,34.64994206,450.6773216,5.150035724,1661.857727,1.44821638,1.541410058,0.143813423,-0.673740105,0.102429759,0.821188359,1.417058509,0.453505716,1.012739877,0,0.001446153,0.030724399,1422.89,-7.233,58.283,92
Age-0_edge,c643,3435.46688,30.87307842,370.2240694,2.245737371,1939.710399,2.10797621,0.292912163,0.210930169,0.226183881,0.059492269,0.776741425,1.201978959,0.136738356,1.0090325,0.170977998,0.000358382,0.008532821,1753.77,-6.834,57.73,79
Age-0_edge,c2974,3373.082701,22.70578326,387.0390364,1.823422222,1562.243213,1.162021337,0.127266014,0.138620213,-3.644220091,0.054261278,0.967675936,1.744148905,0,1,0,0.003720524,0.008544012,929.04,-4.815,55.463,115
Age-0_edge,c1563,3525.348001,21.47571316,351.8325457,14.2879214,1854.256445,0.420556964,0.491658616,0.453486987,-1.376986096,0.08762191,1.707636887,2.627526612,0.04817457,1.026224804,0,0.004521516,0,1142.02,-7.233,58.283,92
Age-0_edge,c2601,2729.34668,21.41640833,309.7342751,3.187713992,1814.427176,2.479865357,0.137049256,0.203336186,-2.587920705,0.008071569,0.88379522,1.279368079,0,1.004423803,0,0,0.015202436,947.65,-3.756,54.4,110
Age-0_edge,c2193,3517.374546,24.3574696,445.1661576,8.01046929,1771.586033,2.198318967,0.159050128,0.14340423,-1.167351163,0.065001678,0.673471762,1.762780225,0,1.061302933,0.065251685,0.002181986,0.000330978,933.8,-6.486,56.726,105
Age-0_edge,c2790,3182.967628,14.91978683,276.5738993,1.723282418,1850.71543,1.414664649,0.338062774,0.20651298,-0.640283815,0.068487973,0.781830037,1.098234222,0.728771463,1.030979945,0,0.004162041,0.006319684,1402.97,-5.408,53.581,112
Age-0_edge,c603,3540.65195,24.37421533,576.1767079,3.061986124,2319.752931,0.592843751,0.107786168,0.148802314,-2.41057631,0.083662931,0.966156742,1.301116838,0,1,0,0.00109865,0.004877144,1397.7,-6.834,57.73,79
Age-0_edge,c2211,3402.52321,18.43780096,253.5611055,4.941263097,1691.666944,1.361336071,0.302791902,0.168072015,-1.250227168,0.055571877,1.035165148,1.390876256,0.048854586,1,0.212707654,0.00607119,0.00333486,955.53,-6.486,56.726,105
Age-0_edge,c2541,3371.48103,28.13686208,338.1001747,1.606763573,1237.83737,3.346182625,0.341048648,0.125851336,-1.037842729,0.045945569,0.801449973,1.579649812,0.197085963,1,0.088231805,0,0.002009669,1120.38,-3.756,54.4,110
Age-0_edge,c2637,3382.47996,32.53347335,391.8564903,1.525791977,1053.984557,13.97405548,0.183576193,0.125250661,-1.830043079,0.064536464,0.953771608,1.247432515,0.104267496,1,0,0.001124034,0,1011.44,-3.756,54.4,110
Age-0_edge,c2637,3254.395346,28.83940582,405.3502318,0.777500988,1315.319663,3.260813761,0.136636699,0.15644232,-3.044250989,0.045688572,0.942033736,1.369404914,0.254325106,1,0.040378904,0.002306808,0,1400.72,-3.756,54.4,110
Age-0_edge,c117,4683.839387,10.20070287,429.9337579,0.800381219,178.1328253,0.893314795,0.129518621,0.184781878,-2.493332649,0.029401633,0.967543645,1.264166079,0,1.03728314,0,0.000929595,0.007758984,1434.1,-5.282,55.091,66
Age-0_edge,c2562,3576.6213,29.88651147,280.648134,0.903116347,1013.911194,2.043086682,0.12182778,0.130726325,-1.846529585,0.050655494,0.93764688,1.429106844,0.136522299,1.041080829,0,0.003974554,0.001923449,1327.65,-3.756,54.4,110
Age-0_edge,c1590,3347.271917,20.03116134,308.4350286,1.862488288,1671.702615,0.507220118,0.403582501,0.223348907,-1.77984859,0.088966677,0.94790941,1.6711772,0.222326634,1.019184647,0.014543642,0.003013223,0,1278.77,-7.233,58.283,92
Age-0_edge,c1560,3517.797094,15.65808098,318.5029134,2.234802621,1356.812982,0.1,0.146156764,0.198591485,-3.556726014,0.07987655,0.930924238,1.300751643,0,1.036627177,0.120808585,0.000400508,0.003004608,1343.5,-7.233,58.283,92
Age-0_edge,c2980,3532.706272,23.3484996,436.4889706,4.166776941,2377.671811,3.010400843,0.207669416,0.182231739,-1.360147385,0.066528053,0.872861945,1.463264378,0.179306623,1,0.115490383,0.004866184,0.009816367,1089.72,-4.815,55.463,115
Age-0_edge,c112,3389.545113,29.40290629,364.015937,3.072325023,1699.987859,2.677037789,0.316036001,0.209878826,-0.958720545,0.091808845,1.001667602,1.339895669,1.111645868,1.031170389,0.006512439,0.000804059,0.010851048,1120.73,-5.282,55.091,66
Age-0_edge,c2754,4197.834003,38.4741971,537.5385081,3.406189989,2610.694972,6.830734249,0.418304994,0.117605596,0.176804243,0.069412571,1.048165946,1.496241537,0.418531889,1.035354828,0.008868069,0.001247135,0,1067.65,-5.408,53.581,112
Age-0_edge,c2216,2737.289033,13.63177536,193.4306994,1.935290285,2261.371965,0.620711566,1.974168544,0.156045997,0.086967928,0.076949776,0.976853,1.137386291,1.070464873,1,0,0.000823473,0.004011751,1276.28,-6.486,56.726,105
Age-0_edge,c637,3321.242766,26.08334017,238.1513355,1.719008021,1608.761656,1.657423029,1.516151851,0.206570001,0.379406273,0.113031036,4.940410583,1.353659157,1.356057907,1.031359466,0,0.001955355,0.014258987,1479.44,-6.834,57.73,79
Age-0_edge,c2771,3676.832505,35.85683332,472.1981111,1.260142604,1262.242898,2.399153717,0.431545983,0.153871096,-0.574515633,0.066273963,0.927760359,1.191828813,0.179319973,1.018867998,0,0,0.004790355,1321.31,-5.408,53.581,112
Age-0_edge,c2631,3166.810339,23.37027084,326.274972,1.392720027,1300.642,2.745975583,0.268842638,0.177121356,-1.054228218,0.051063933,1.039405297,1.394400949,0,1.009127321,0.0534083,0.001839969,0,1231.02,-3.756,54.4,110
Age-0_edge,c1932,3581.776767,22.98775207,504.3490759,1.305586318,1771.301871,0.6591764,1.151723795,0.143548566,-1.21057912,0.234040073,0.895970132,1.349995112,0,1.031772011,0.220192015,0,0,1300.84,-6.486,56.726,105
Age-0_edge,c110,3442.443444,27.83690926,417.5687977,1.177676656,1516.052642,1.667567505,0.241855335,0.149606795,-1.996298029,0.058318973,0.915131172,1.297950916,0.130576805,1.041142064,0.035797881,0,0,1078.25,-5.282,55.091,66
Age-0_edge,c986,2844.166203,18.39870651,193.9812527,1.583391285,1666.512577,0.463029236,0.118616305,0.106404775,-2.365307973,0.03515356,0.865226893,1.214126239,0.101332426,1.025930497,0.093024819,0.000933123,0.003016121,1515.31,-7.233,58.283,92
Age-0_edge,c2186,3381.9496,19.41144359,327.7519475,2.178243628,1896.792603,1.211516683,0.169180406,0.17062653,-2.04434341,0.059020793,0.905695346,1.141087908,0.11663794,1.054366447,0.100047668,0,0,1209.87,-6.486,56.726,105
Age-0_edge,c1929,3135.694784,20.77877901,320.7382845,0.809469919,1229.249497,1.022450961,0.198969179,0.107304822,-1.605514651,0.061092513,1.103874034,1.212833986,0.38745367,1.029456755,0.020471216,0.000388172,0.004089817,1516.48,-6.486,56.726,105
Age-0_edge,c625,3954.865271,29.60872236,540.8897693,1.690610989,1701.175502,0.747902623,0.245635684,0.18611296,-0.993487286,0.07039293,0.752031901,1.447462009,0.541993137,1.034713393,0.088040839,0.004183901,0,1643.94,-6.834,57.73,79
Age-0_edge,c600,3380.701982,27.95700506,277.994586,1.461559235,1593.872343,0.995634919,0.156649693,0.144809482,-1.58522294,0.074787809,0.693506832,1.34652012,5.892824266,1.022624032,0.083661457,0.002392647,0,1318.26,-6.834,57.73,79
Age-0_edge,c2192,3231.194084,28.40728302,464.1927514,3.706073084,1764.186246,3.26963738,0.209016154,0.190031447,-0.969127295,0.083174785,0.9245313,1.415424239,0.059187734,1.030516821,0,0.005493287,0.005728888,1136.38,-6.486,56.726,105
Age-0_edge,c2803,3281.073682,31.34571261,486.5321293,1.337000459,1417.72985,3.449442409,0.509292453,0.141781158,-1.431011008,0.03242949,0.925596384,1.268839016,0.376492236,1.003360162,0.522526934,0.000555609,0.019462655,1303.31,-5.408,53.581,112
Age-0_edge,c2227,2879.829069,20.14517921,287.1875715,11.0769046,1909.101253,0.508421559,0.393383228,0.155477425,-1.789878113,0.054817591,0.844996068,1.253484824,0,1.011596977,0,0.003725607,0.004402701,1209.71,-6.486,56.726,105
Age-0_edge,c108,2638.293578,15.70001036,226.8560388,1.993610088,2073.094678,0.738813376,0.088456186,0.142903189,-2.037612721,0.023823383,0.966266403,1.270165462,0,1,0,0,0.008424994,1301.15,-5.282,55.091,66
Age-0_edge,c642,2787.275417,20.32016061,240.3792338,1.479717846,2106.972975,0.590569864,0.296459263,0.148743928,-1.16652427,0.036035597,0.902771143,1.263403284,0,1.015370746,0.005934537,0.00070662,0.005067196,1325.01,-6.834,57.73,79
Age-0_edge,c2779,3508.136806,30.01235095,475.9325891,1.682153759,1378.031928,6.073104265,0.160077745,0.152651528,-0.72320391,0.043818662,1.07478727,1.339119432,0.166987093,1,0,0,0.002931119,1071.41,-5.408,53.581,112
Age-0_edge,c2757,3073.469017,28.18974539,225.7883346,1.650856069,1365.060802,5.589248656,0.225626747,0.141672568,-0.230006352,0.048996436,0.767504732,1.347993525,0.10872565,1.026905247,0.047407399,0.000460791,0.001929545,957.96,-5.408,53.581,112
Age-0_edge,c2188,2987.358042,23.92472093,496.7723671,1.399630805,1695.024043,0.810185009,0.9269083,0.148175792,-0.451904497,0.096283428,0.794146464,1.291058644,0.200514919,1.018284048,0.025528674,0.001430515,0.005342609,1330.74,-6.486,56.726,105
Age-0_edge,c2963,3532.810923,38.04121941,663.9952091,2.8274308,2172.635503,4.263408387,0.33401478,0.148300731,-0.494274968,0.058216776,0.88681135,1.326723939,0.426769026,1.012090753,0.00542136,0.001785139,0.003624052,1376.06,-4.815,55.463,115
Age-0_edge,c2975,3188.547024,24.32806964,344.0498187,0.797804788,1363.2888,2.086948555,0.098873077,0.151933791,-0.935764449,0.048175213,0.889514925,1.232832524,0.254694242,1.009537028,0.068348518,0,0.001189268,1259.96,-4.815,55.463,115
Age-0_edge,c2596,2664.389418,26.69863777,310.2503903,1.130193706,1224.358724,4.184229889,0.532156182,0.117749318,0.54165096,0.05887249,0.758264313,1.25191602,0.504790045,1.005317352,0,0.00088061,0.004774961,1278.8,-3.756,54.4,110
Age-0_edge,c1622,3240.045527,28.41666192,416.9423899,1.444552111,1837.490808,1.391259442,0.789268566,0.317409001,0.165017959,0.085316031,1.055109101,1.276663275,1.034416666,1.017853703,0.051656027,0.001500976,0.104008002,1507.7,-7.233,58.283,92
Age-0_edge,c2552,2855.781805,14.01425794,316.1349347,6.355397982,1119.532347,0.1,0.367634935,0.130662588,-0.64956238,0.059010363,0.060846592,1.056426716,0,1,0,0,0,1517.12,-3.756,54.4,110
Age-0_edge,c2559,3318.953866,30.46738003,334.0095974,1.765230292,688.8626476,4.699317498,0.17120838,0.199052496,-1.68465509,0.050204809,0.86380349,1.22025615,0.147038128,1.022860072,0,0.004133263,0.00138826,1077.5,-3.756,54.4,110
Age-0_edge,c111,3400.824649,27.41631837,603.4023132,5.819836647,1443.290603,1.349008263,0.247134425,0.162200616,-1.475862445,0.051230865,0.928214178,1.202429269,0,1.024139633,0.1216205,0.002016342,0.00216851,1296.2,-5.282,55.091,66
Age-0_edge,c1917,3414.333316,25.02864611,552.0997003,1.166254701,1614.217387,0.75010471,0.109480112,0.153810277,-2.009376441,0.071219598,0.890272919,1.186285582,0,1.018620196,0.093869693,0.000264615,0,1462.2,-6.486,56.726,105
Age-0_edge,c2603,3594.455794,38.9071813,218.9849249,2.138505653,1443.363894,5.959588199,0.114035089,0.148588938,-2.475654744,0.035953536,1.189035868,1.354137954,0,1.023712743,0.037605171,0.001365431,0,1138.55,-3.756,54.4,110
Age-0_edge,c2203,3162.151139,21.59973272,378.2060565,3.535079955,2245.787081,1.097554987,0.335588975,0.177049766,-0.468291253,0.084825233,1.177321185,1.350956943,1.660373623,1.016123498,0.005830246,0.000783081,0.010696657,1335.32,-6.486,56.726,105
Age-0_edge,c104,2881.231728,25.16644215,238.8883759,1.760909627,1360.322067,3.044248399,0.129506131,0.159395695,-2.043355477,0.035263233,0.950112659,1.275124088,0,1.014509437,0.028054754,0.001622041,0,1296.02,-5.282,55.091,66
Age-0_edge,c2759,3645.161293,37.31368025,433.4038459,2.73276363,2599.472871,2.201498598,0.13521651,0.097382508,-2.037400118,0.040586708,0.970272624,1.278361812,0.310033196,1.001577205,0.043591829,0.000520132,0,912.16,-5.408,53.581,112
Age-0_edge,c2745,3225.613659,29.89860061,422.163615,1.234052535,1916.65454,4.602820105,0.198239792,0.149223925,-1.342043335,0.043975155,0.879469583,1.256610617,26.91988537,1.015297171,0,0,0.002115786,1398.53,-5.408,53.581,112
